ID,time,Percentage
1,08-02-13,0.6346423794853879
2,08-02-13,1.443943104434907
3,08-02-13,1.0807852194927936
4,08-02-13,0.999784805885048
5,08-02-13,0.6347238414741523
6,08-02-13,1.3369727476989748
7,08-02-13,1.5360183338957532
8,08-02-13,1.4050436306791123
9,08-02-13,1.6546423979372673
10,08-02-13,0.4482296339882361
11,08-02-13,0.828339345859548
12,08-02-13,1.7206462738369694
13,08-02-13,0.45538847132526694
14,08-02-13,1.263266158541373
15,08-02-13,1.2247970609511536
16,08-02-13,1.9388588711855865
17,08-02-13,1.1916385041094568
18,08-02-13,1.0044002754586434
19,08-02-13,0.5083759685740681
20,08-02-13,0.259148791819825
21,08-02-13,1.3178109399301734
22,08-02-13,0.5756736048171294
23,08-02-13,1.1617942515857655
24,08-02-13,0.6533835706173274
25,08-02-13,2.270411831938276
26,08-02-13,1.8445517724912506
27,08-02-13,0.9216709461462242
28,08-02-13,1.2367360140830994
29,08-02-13,1.1210569334468943
30,08-02-13,1.7445096204414847
31,08-02-13,2.034579187248939
32,08-02-13,1.3107888653422415
33,08-02-13,0.48171419126723203
34,08-02-13,1.509905735021735
35,08-02-13,0.6894258327011142
36,08-02-13,1.6070667042317766
37,08-02-13,1.6779582480003157
38,08-02-13,1.5662358501438194
39,08-02-13,1.829573070658972
40,08-02-13,1.1152768939115016
41,08-02-13,0.8818089139721002
42,08-02-13,1.3726708826636649
43,08-02-13,3.92451062755916
44,08-02-13,3.41199082624489
45,08-02-13,0.5560917136042236
46,08-02-13,1.267989974094635
47,08-02-13,1.7914532593516368
48,08-02-13,2.2515728572357214
49,08-02-13,1.580581987449741
50,08-02-13,1.3164068907145279
c1,08-02-13,1.5144546165377175
c2,08-02-13,1.471645795768985
c3,08-02-13,1.2025468935503145
c4,08-02-13,1.5509125440788474
c5,08-02-13,1.3171089153223505
c6,08-02-13,1.076254683750914
c7,08-02-13,1.3141613899435651
c8,08-02-13,1.0842430629068445
c9,08-02-13,0.8817152128889267
c10,08-02-13,3.091786774996546
c11,08-02-13,0.7002776627026771
c12,08-02-13,1.2804227699311386
c13,08-02-13,2.607367783449419
1,11-02-13,0.6081662997063053
2,11-02-13,1.467096077091995
3,11-02-13,1.0644715047731192
4,11-02-13,0.970640750951915
5,11-02-13,0.6267528847699952
6,11-02-13,1.311366042900372
7,11-02-13,1.52516854226077
8,11-02-13,1.39206472138781
9,11-02-13,1.6830465738031963
10,11-02-13,0.45977919042629445
11,11-02-13,0.7842731123426327
12,11-02-13,1.7206462738369694
13,11-02-13,0.4376460462251375
14,11-02-13,1.291660063657169
15,11-02-13,1.24285559230536
16,11-02-13,2.026307396437789
17,11-02-13,1.185140319132647
18,11-02-13,0.9941930923020859
19,11-02-13,0.49498679695225745
20,11-02-13,0.3580148048840366
21,11-02-13,1.375697342358197
22,11-02-13,0.5708584344528882
23,11-02-13,1.148014764286726
24,11-02-13,0.6422836062423052
25,11-02-13,2.274527667080445
26,11-02-13,1.850139208360258
27,11-02-13,0.9249208108471876
28,11-02-13,1.2444871407953693
29,11-02-13,1.0745113725369455
30,11-02-13,1.748797350710421
31,11-02-13,2.054729299074161
32,11-02-13,1.3175907531264752
33,11-02-13,0.4095224169700078
34,11-02-13,1.4753967255517848
35,11-02-13,0.6894258327011142
36,11-02-13,1.5734304892246207
37,11-02-13,1.661172842911024
38,11-02-13,1.6017179120399714
39,11-02-13,1.830592210314003
40,11-02-13,1.1086147863548592
41,11-02-13,0.8876433429290007
42,11-02-13,1.3719221798085697
43,11-02-13,3.8783271616270145
44,11-02-13,3.362324152306566
45,11-02-13,0.5596292213631022
46,11-02-13,1.266933392008934
47,11-02-13,1.7971433119653293
48,11-02-13,2.2267481096722377
49,11-02-13,1.5906195199457198
50,11-02-13,1.3585200857869149
c1,11-02-13,1.5118946038865095
c2,11-02-13,1.4761038961647497
c3,11-02-13,1.2003373119015364
c4,11-02-13,1.5219193527077794
c5,11-02-13,1.3523564402056245
c6,11-02-13,1.082244369951651
c7,11-02-13,1.3129860196140228
c8,11-02-13,1.09649929979744
c9,11-02-13,0.8705247454739605
c10,11-02-13,3.1122428613428075
c11,11-02-13,0.7676713515884974
c12,11-02-13,1.2739816732992628
c13,11-02-13,2.5802475440629906
1,12-02-13,0.590819902609665
2,12-02-13,1.4108309486863506
3,12-02-13,1.0711889167165145
4,12-02-13,0.9393108918987971
5,12-02-13,0.639015895084083
6,12-02-13,1.3181944975133326
7,12-02-13,1.538730781804499
8,12-02-13,1.39882456997703
9,12-02-13,1.6972486617361613
10,12-02-13,0.5618002722958035
11,12-02-13,0.7857796502406464
12,12-02-13,1.7214939941807674
13,12-02-13,0.40807533772492244
14,12-02-13,1.3299301096828058
15,12-02-13,1.2620427818692048
16,12-02-13,2.100302302420423
17,12-02-13,1.1783467621114365
18,12-02-13,0.9079991012022701
19,12-02-13,0.48007227666467145
20,12-02-13,0.23518127350122908
21,12-02-13,1.4153908754516986
22,12-02-13,0.7255457824041285
23,12-02-13,1.138828439420699
24,12-02-13,0.7865831431175931
25,12-02-13,2.2720581659951438
26,12-02-13,1.8499529604979577
